fiscal_year,age_group,sex,avg,med,q1,q3
2001,66,M,6.5,4.5,1,10
2001,67,F,6,6,3,8
2001,67,M,1,1,1,1
2001,68,F,4,4,4,4
2001,68,M,3,3,2.5,3.5
2001,69,F,12,3,3,21
2001,69,M,9.25,2,1.75,5.75
2001,70,F,8,4,3,9
2001,70,M,14.5,14.5,11.25,17.75
2001,71,F,4.4,3,2,4
2001,71,M,10.5,10.5,8.75,12.25
2001,72,F,13.5,13.5,8.25,18.75
2001,72,M,11.75,10,4,17.75
2001,73,F,5,5,2.25,7.75
2001,73,M,7,7,7,7
2001,74,F,5,5.5,3.25,7.25
2001,74,M,5.75,7,5.75,7
2001,75,F,11.909090909090908,6,4,22
2001,75,M,5,4,2,7.5
2001,76,F,17.5,17,6.25,28.25
2001,76,M,6.6,8,4,8
2001,77,F,6.6,7,6,7.75
2001,77,M,3.4285714285714284,4,1.5,4.5
2001,78,F,5.222222222222222,3,2,5
2001,79,F,5.666666666666667,7,3,8
2001,79,M,3.3333333333333335,1,1,4.5
2001,80,F,13.166666666666666,9,4.25,19.75
2001,80,M,7,7,4,10
2001,81,F,4,5,3.5,5
2001,81,M,5.5,5.5,4,7.75
2001,82,F,3.5,4,2.5,5
2001,82,M,2,2,2,2
2001,83,F,5,5,3.5,6.5
2001,83,M,1,1,1,1
2001,84,F,7.8,7,4,11
